"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MYL6",-2.03053969506541,-0.600468254967851,-23.3101000988671,8.62883113673511e-72,5.50950868080537e-68,152.634779776198
"MYL9",-3.05803328602342,-1.00941705199565,-22.0083534678737,9.23080560202915e-67,2.94693468844781e-63,141.186761520576
"SMTN",-2.91988748895158,-1.33323344228978,-20.9151322727247,1.71280642132441e-62,3.64542300005212e-59,131.465097846579
"SLMAP",-2.32206537898119,-0.897557040930954,-20.3859871686635,2.05027575091775e-60,3.27275266740246e-57,126.730509305513
"TPM1",-3.35610011740147,-1.40029675503603,-20.1617806095494,1.56433074280328e-59,1.99765035855979e-56,124.719566618902
"CFL2",-2.46897827701727,-1.02922104462398,-19.812957676406,3.71037452211776e-58,3.94845688728699e-55,121.585905136866
"COL21A1",-2.4178012448051,-0.788012042980198,-18.5066604694205,5.43389548873825e-53,4.95648895651339e-50,109.810864602675
"MYH11",-3.73694207692916,-1.50671781981477,-18.077177754071,2.73184286697357e-51,2.18035208820328e-48,105.931819470071
"CSRP1",-2.8740662930381,-1.17809189441948,-18.019579887015,4.62000640042125e-51,3.27763787407663e-48,105.411528816787
"TAGLN",-3.59889448922963,-1.31969274545245,-17.1629672734591,1.13948521806577e-47,7.27561311734997e-45,97.676625765758
"MYLK",-2.4130742212524,-1.10887091635437,-16.757430830025,4.57143230720955e-46,2.65350866195754e-43,94.0202171770147
"PTGS1",-1.61454726675993,-0.524861556252405,-16.408570066698,1.08900830298659e-44,5.79443167880779e-42,90.8799308025989
"CNN1",-3.19403786093375,-1.55657000033481,-16.2237531038458,5.82675993293376e-44,2.86183555167554e-41,89.2187554907859
"FLNA",-2.15019127173136,-0.938333361424461,-16.1044469429729,1.71858418995686e-43,7.83797146633896e-41,88.1474564017289
"MDH1",-1.07043075182114,-0.226266980256255,-15.9591039715194,6.41050452260907e-43,2.72873809179059e-40,86.8435847594382
"TPM2",-3.22153822739948,-1.35684461765221,-15.6495981189823,1.0523909431599e-41,4.19969760754746e-39,84.0720054748278
"PDLIM7",-2.18272567717851,-0.641498749500001,-15.435793296363,7.23998543488569e-41,2.71925335304383e-38,82.1618840496894
"SYNPO2",-2.401681588491,-1.265598264448,-15.2076018394441,5.6451562881098e-40,2.00246238331006e-37,80.1277821949783
"FLNC",-2.43677754632208,-1.05417564995194,-15.1066701868563,1.39792420099389e-39,4.69776106491893e-37,79.2297017922032
"EML1",-1.31802492241235,-1.04757649057791,-14.8191908408387,1.83890938163061e-38,5.87071820085572e-36,76.6777030197393
"PPP1R12B",-2.04634387387006,-0.854442178240628,-14.7301506246876,4.07700135423949e-38,1.23960255461043e-35,75.8891895617455
"FHL1",-2.66479901375226,-1.68021019180142,-14.6151941054482,1.13801679680498e-37,3.30283511254535e-35,74.8725929387634
"DSTN",-1.62194207029666,-0.501002123771279,-14.5212373930905,2.63016296951826e-37,7.30156111320614e-35,74.0429412924425
"PPP1R14A",-2.27748380085675,-1.31620629400888,-14.4779409035421,3.86789837231393e-37,1.02902212946769e-34,73.6610131583322
"POTEI",-2.13088791566138,-0.610285232779133,-14.2576390337467,2.74163267816111e-36,7.00212986002348e-34,71.7216201943458
"LILRB5",-1.4146335463534,-0.567256547032223,-14.0694774923546,1.45239017649506e-35,3.56673510650806e-33,70.070664702556
"PPP1R12A",-0.976459742476478,-0.264978472063571,-14.0389208708277,1.90306274031593e-35,4.50039096182119e-33,69.8030586108309
"VCL",-1.36499877623569,-0.589182862973559,-13.9929695613976,2.85652171826644e-35,6.51388970397542e-33,69.4009020794792
"DCN",-2.51740890364719,-1.28046941646798,-13.8717907843862,8.32325181017336e-35,1.83255044165369e-32,68.3419696062781
"HSPB6",-2.50536098160186,-1.23624779139158,-13.644498192403,6.14681729551663e-34,1.30824761439579e-31,66.3622741827721
"SVIL",-1.20472152913049,-0.398759343019293,-13.6116186000418,8.20255128414928e-34,1.68946096610623e-31,66.0766290207632
"LMOD1",-2.10745076185761,-1.14079996058677,-13.561329104668,1.27477808697763e-33,2.54358065167256e-31,65.6401030306171
"ACTN1",-1.40304538726227,-0.42451383523079,-13.4686632243787,2.86920889460583e-33,5.55148448244188e-31,64.8369304288274
"SYNM",-2.58254459074233,-1.85035653802916,-13.4009570945553,5.18513665637756e-33,9.73738163263845e-31,64.2510911615185
"NPTN",-1.16220258761724,-0.330020217133874,-13.2485145345803,1.95899003606703e-32,3.57375753722514e-30,62.935231648811
"ADH5",-1.08238796971798,-0.307851629679892,-13.214137809874,2.64205921125276e-32,4.68598557329135e-30,62.6391201634615
"OGN",-2.81326674765007,-1.77025173408218,-13.1127383349818,6.37592191991742e-32,1.10027733672088e-29,61.767065284621
"LPP",-1.42379649762347,-0.532785587034323,-13.0841333914202,8.17171698749538e-32,1.3730634990831e-29,61.5214335302912
"GSN",-1.34002457716152,-0.33657286047879,-13.0631117375003,9.80544383378098e-32,1.60532715073568e-29,61.3410267960409
"PIP5K1C",-1.05792468786957,-0.36067547818595,-12.9638237829997,2.31625985302379e-31,3.69732979038922e-29,60.4901849254897
"ALDH1A1",-1.98018346300548,-1.03597069396773,-12.9099278287815,3.69028278763483e-31,5.7469403900118e-29,60.0291990906454
"KRT9",-3.14772941331778,-2.25319828597148,-12.6833235333713,2.5973112092217e-30,3.94853144544775e-28,58.0979407318474
"CAP2",-1.53555419204104,-0.75023758474222,-12.6102944785497,4.85938802859095e-30,7.21562617733795e-28,57.4780093565921
"EPB41L3",-1.38325689247795,-0.44580327729237,-12.219663099,1.35680668440175e-28,1.96891151816027e-26,54.1836556586181
"LAMB2",-1.5792756014176,-0.735329829969381,-12.1958314278491,1.6603674849443e-28,2.35587697585985e-26,53.9839026962126
"COL6A2",-1.44346179034264,-0.572851998274329,-12.1213795484203,3.11699484516861e-28,4.32652436660903e-26,53.3608071003406
"PRPH",-2.06411693286647,-1.12724693564901,-12.112628779862,3.35617904445874e-28,4.55940493592958e-26,53.287666056802
"CAPZA2",-0.715156367005397,-0.122405593669909,-12.0598304076449,5.24074814774777e-28,6.97128685903531e-26,52.8467933371808
"TLN1",-0.900120690865665,-0.388981988794695,-12.0449546410113,5.94110900363146e-28,7.74162877309937e-26,52.7227125662192
"LAMA5",-1.27487281391495,-0.700655877026954,-12.0172395956608,7.50396433979269e-28,9.4614967211345e-26,52.4916955425172
"TPM3",-1.23555586378578,-0.351834322042776,-12.0163980220893,7.55734272165794e-28,9.4614967211345e-26,52.4846838844301
"ATP2B4",-1.5115764160594,-0.918040997252622,-11.9942092011319,9.10968022959576e-28,1.10561700129773e-25,52.2998842675387
"TES",-1.19843229122271,-0.368824722910737,-11.9933292078055,9.1774003240062e-28,1.10561700129773e-25,52.2925579829376
"MSRB3",-1.70235765233456,-0.708351031840312,-11.9240953722883,1.64247795674896e-27,1.94207810256336e-25,51.7168196133315
"HSPB1",-1.84658367065109,-0.604175317977547,-11.904262262158,1.9400305695622e-27,2.2521991248463e-25,51.5521322745287
"CHGB",4.2029331307811,-4.01901127596455,11.8979816994399,2.04501743790824e-27,2.33168506090073e-25,51.5000032606207
"FABP6",-3.71968088162721,-1.63668798446732,-11.8570943666067,2.88130552590141e-27,3.22756768120711e-25,51.1609035597365
"SORBS1",-1.75548975580094,-0.919312732780146,-11.8113658202871,4.22545932693889e-27,4.65164789698359e-25,50.7822062716668
"SLC26A2",-1.77110167426279,-0.65305230887865,-11.773982787968,5.77595332443559e-27,6.25075626720699e-25,50.4730596613485
"FUCA1",-2.02982104635557,-0.543357126186708,-11.7631524689612,6.32295739353877e-27,6.7286804929575e-25,50.38357026235
"RRAS",-1.09448896937103,-0.944905849292754,-11.7226568274038,8.86598050411575e-27,9.28021074078346e-25,50.0492575539304
"NCAM1",-1.74906971645641,-1.2808954437823,-11.6867697965655,1.19579563180525e-26,1.23147663049622e-24,49.753385697358
"ILK",-1.07594840941253,-0.539071957146095,-11.682947304491,1.23448838676858e-26,1.25114418246307e-24,49.7218929993093
"LHPP",-1.31657829971878,-0.293481900994927,-11.6666288166425,1.41419071405219e-26,1.41087620456613e-24,49.5874962225714
"COX6B1",-1.1201032852202,-0.0834077441117824,-11.6388677214734,1.78171520152727e-26,1.74473411849936e-24,49.3590382255114
"RSU1",-1.06223741331,-0.610636726496869,-11.6374076805363,1.80348397526951e-26,1.74473411849936e-24,49.347029164503
"GNAO1",-2.04400603093631,-1.15075719447091,-11.6100930323928,2.26323455258332e-26,2.15682874899172e-24,49.122477501251
"ABCA8",-1.29892238184504,-1.25813966539964,-11.5389902152151,4.08316134627641e-26,3.83396841117278e-24,48.5389826888601
"DPT",-1.5369817705471,-0.846967639825768,-11.523035474687,4.66027318060678e-26,4.31244119683685e-24,48.4082598477472
"HSPB7",-1.86772611906535,-0.790363714736428,-11.5177196289332,4.87005350009727e-26,4.44218451401729e-24,48.3647222377555
"AOC3",-1.87413416337125,-1.24022544922534,-11.4803582002964,6.63481076926078e-26,5.96665729038451e-24,48.0589670000396
"PGM5",-1.98522812308969,-1.48048770865207,-11.4598156079302,7.86305215652691e-26,6.97299833603116e-24,47.8910327117531
"GLIPR2",-1.17307336283689,-0.571091354486887,-11.4449227355835,8.89268218453692e-26,7.77805147236551e-24,47.7693649626689
"ITGA7",-1.79497887661735,-0.51439927524752,-11.4100069048023,1.18634410859507e-25,1.02362258559182e-23,47.4843855964857
"DHRS11",-1.4109604781305,-0.681344352634754,-11.3747318282314,1.58676657268886e-25,1.35086727554911e-23,47.1968558846346
"TGFB1I1",-1.46892897305966,-0.694677025016566,-11.3508632997605,1.93143653253829e-25,1.62266082371803e-23,47.0025209217442
"LGALS1",-1.57109737117439,-0.362497136327463,-11.3479549623177,1.97823147261771e-25,1.64039064320313e-23,46.97885369788
"GPATCH1",-1.37808490175468,-0.243098638489452,-11.3385925065709,2.13667334730849e-25,1.7490588875083e-23,46.9026826532487
"ETFDH",-1.03322787495303,-0.0695521684629196,-11.3287514320211,2.31684538782103e-25,1.87253896218193e-23,46.8226472541543
"DAG1",-0.854321742200429,-0.498677357423567,-11.3161306359904,2.57020612762923e-25,2.05134576561408e-23,46.7200494517179
"DES",-3.23403601630409,-2.28916167448853,-11.2908842421443,3.16273245791309e-25,2.49309219058952e-23,46.5149653556904
"NDUFV2",-0.834138883894388,-0.030046101179539,-11.2729363952101,3.66487214846136e-25,2.85368398389339e-23,46.3692921279786
"GSTM2",-1.69813406531777,-0.771921511432955,-11.2589982509973,4.10891978606228e-25,3.16089793180815e-23,46.2562340951708
"PDLIM3",-1.4863156372089,-0.601538336729173,-11.1398318120491,1.08965794067291e-24,8.28269756094822e-23,45.2921708284144
"NDUFS1",-0.862681957750133,-0.0382332161985675,-11.0713305086332,1.90490984708901e-24,1.41824117286167e-22,44.7400832657181
"PTGFRN",-1.13667850417946,-0.249569661891467,-11.0709874495115,1.91023869798127e-24,1.41824117286167e-22,44.7373222677864
"TNS1",-1.29871689258351,-0.814871572799363,-11.0593886015068,2.09940670394308e-24,1.5407714718019e-22,44.6439957363064
"COL1A1",-2.48392856020633,-0.506714747073192,-11.0479372838967,2.30443869022706e-24,1.67202739057952e-22,44.5519000909204
"ALB",-1.67538165039684,-0.7603835484582,-11.046358710325,2.33422287782468e-24,1.67460821066411e-22,44.5392080514216
"FERMT2",-1.31025800649003,-0.734819222376569,-11.0420695910835,2.41709743058427e-24,1.71479634380895e-22,44.5047268868998
"ITGA5",-1.41124939735796,-0.710480882082255,-11.0204876945693,2.88067971643721e-24,2.02122417466501e-22,44.3313184709616
"DUSP3",-0.887046050975868,-0.0627636086158728,-10.9529929693573,4.9816333162705e-24,3.45736181786817e-22,43.7900145137779
"CALD1",-1.52902141643038,-0.64114132296075,-10.945741481046,5.28310858120747e-24,3.62716648290427e-22,43.7319495918177
"DIP2C",-0.885791367208695,-0.27193641984146,-10.8982063872007,7.76201200550688e-24,5.27238794203845e-22,43.3517651639185
"CRYAB",-1.84057137816068,-1.36904969565597,-10.8550713678955,1.09978026316839e-23,7.39168103192648e-22,43.0074434142306
"ATP11B",-1.33493244347814,-0.517610003380965,-10.8497463012011,1.14807146124921e-23,7.63587112507936e-22,42.964981066628
"CORO1C",-0.968210593141333,-0.310576614069691,-10.8347331823925,1.29587593925473e-23,8.53006997127981e-22,42.8453186585304
"COL1A2",-2.11307101078743,-0.412833010315148,-10.800039947965,1.71385338777261e-23,1.11662794703348e-21,42.5690955927525
"PALLD",-1.45758000216155,-0.415154365222999,-10.7927428044104,1.81755429739144e-23,1.17223072614589e-21,42.5110502114863
"PPP1R12C",-1.18959422106608,-0.478845045138838,-10.7823159240135,1.9766513508906e-23,1.26209188754365e-21,42.4281416326762
"UGP2",-0.935967571092246,0.00463047124256164,-10.6737186541339,4.72615514137989e-23,2.98777233442679e-21,41.5669237845184
"MATN2",-1.60216895371417,-0.479333644143538,-10.6718370193335,4.79790503223288e-23,3.00339447360853e-21,41.5520387524618
"CAMK2G",-1.29278709159961,-0.543952206115148,-10.5697168082708,1.08485026953012e-22,6.72501841839786e-21,40.7461168456416
"BCHE",-1.33387456031676,-0.929678011588992,-10.526835140189,1.52639824607631e-22,9.37120461653583e-21,40.4088338860709
"WDR1",-0.667297652581932,-0.0370093344434392,-10.4735424953628,2.33112432011112e-22,1.41754559846757e-20,39.9906114172405
"NEGR1",-1.62923544408184,-1.07631281531307,-10.4156949401833,3.68695520708654e-22,2.22086877332524e-20,39.5378437306979
"ARHGAP10",-1.07769847930897,-0.430489269068138,-10.4141839592671,3.73130904571108e-22,2.22658021092198e-20,39.5260342807224
"CSRP3",-2.44247459627903,-1.20109453895296,-10.3260573518243,7.48374087016815e-22,4.42441532000219e-20,38.838757978523
"MFAP5",-1.38995393605712,-0.655923544462066,-10.30412931047,8.89468778029472e-22,5.19279372551904e-20,38.6682082094702
"FILIP1",-1.67340107745763,-1.12024016200616,-10.3033974662403,8.94608159447289e-22,5.19279372551904e-20,38.662519335171
"HBG2",-3.63577269347329,-4.58187487344543,-10.2957999441122,9.49736814683793e-22,5.46312573131173e-20,38.6034734133255
"LAMC1",-1.14211064544668,-0.44256731874136,-10.2062364951079,1.91882158406539e-21,1.09389962627299e-19,37.9090985748863
"S100A2",4.23399806861358,-2.89834981565175,10.1968200627747,2.06570822977758e-21,1.16721655284335e-19,37.8362761383869
"LDB3",-1.6461198499083,-1.40722618841344,-10.1524657852518,2.92253708590237e-21,1.6368771310076e-19,37.4937301872133
"EHD2",-1.38112599046517,-1.43149233692178,-10.114978753208,3.91615971650374e-21,2.17431998172838e-19,37.2048276736369
"AMBP",-1.10797062877088,-0.484155383195587,-10.0648387213015,5.78743542210435e-21,3.18558406639106e-19,36.8192897313298
"PFN1",-0.845346351572937,-0.16900536606603,-10.0444416883314,6.78213785520717e-21,3.70119232525622e-19,36.6627417442063
"LMO7",1.16660693156642,-0.169976549058553,10.0358134922003,7.25240899689851e-21,3.92429080044042e-19,36.5965706308068
"COL3A1",-1.9843847680185,-0.371744660368588,-10.0174757346114,8.36218748176584e-21,4.48677034210713e-19,36.4560354540433
"COLEC12",-1.73664421279661,-0.893465825203663,-9.96236945173468,1.28172393409075e-20,6.81983943264121e-19,36.034541523235
"CHL1",-1.416005547933,-0.554920193670286,-9.89285920512954,2.19275351190014e-20,1.15708522094896e-18,35.5046550815577
"MCAM",-1.21450753483169,-0.815038423509153,-9.8390351068895,3.31873380636339e-20,1.73689470111723e-18,35.095724986999
"HSPG2",-1.03934505944474,-0.341032002603935,-9.71858629330915,8.35323311107224e-20,4.33621084668262e-18,34.1850347683795
"NDUFV1",-0.788661170461456,-0.0408783464452375,-9.69348310456186,1.01174637012587e-19,5.20967788165622e-18,33.9960134116447
"COL6A1",-1.31719290846668,-0.50625928698744,-9.68805910352243,1.05447678736819e-19,5.38626742987671e-18,33.9552075210755
"DCTN2",-0.491198231800105,-0.0456417485858461,-9.6667074682922,1.24080997059067e-19,6.28775528747733e-18,33.7946980619698
"ADH1B",-2.46012055453745,-1.96946475300166,-9.65521373653413,1.35428997744239e-19,6.80877283934619e-18,33.7083763487682
"PACSIN3",-1.10418251071792,-0.55777559725177,-9.60016974849525,2.05772095754269e-19,1.02644908702423e-17,33.2957738541818
"PRKCA",-1.0961316277708,-0.43324904455004,-9.56648718065908,2.65630855028519e-19,1.31476977469542e-17,33.0439470527733
"NID1",-1.02220249258696,-0.6490304126386,-9.51507476237908,3.9185997335355e-19,1.9246353306634e-17,32.6605276230738
"HSD11B2",-1.8245313170835,-0.82548390490104,-9.49242099824791,4.64914850462441e-19,2.26601627496388e-17,32.4919542373273
"COL6A3",-1.27491160615491,-0.482518485983215,-9.47571920092286,5.2728725129227e-19,2.55055234810693e-17,32.3678177109683
"KANK2",-1.22368590457962,-0.665269729976084,-9.39050545723942,1.00038261578227e-18,4.8025887231352e-17,31.7364138926902
"MAP1A",-1.00023229067585,-0.168041450330817,-9.3888594355738,1.01280218243457e-18,4.82592681704832e-17,31.7242497343249
"JCHAIN",-2.0407026145617,-0.814365404026736,-9.3759302111804,1.11582593656672e-18,5.2774434110952e-17,31.6287450981864
"NDUFS6",-0.904169556283738,0.0259541999773531,-9.320707762158,1.68626271592009e-18,7.91675547143366e-17,31.2216899246838
"TUBB2A",-1.54026776865891,-0.183632496734702,-9.29720876936731,2.00934724815219e-18,9.364731517848e-17,31.048898241967
"ALDOB",-1.77503628309589,-0.624297077517632,-9.23730026702198,3.13797265258404e-18,1.45188082512674e-16,30.6095356753601
"INPP4A",-0.934614646553081,-0.276668695765163,-9.18267924159989,4.70475205726005e-18,2.16113970400039e-16,30.2104064823422
"DMD",-1.10008000956492,-0.786810549039654,-9.17512305857222,4.97532963769122e-18,2.2691056954756e-16,30.1553016611034
"GPRC5A",1.99353708026367,-0.740195417393049,9.15803259288466,5.64556458521565e-18,2.55651984940439e-16,30.0307654741024
"KANK1",-0.980871355120126,-0.389469872177595,-9.12778407118238,7.05839049808092e-18,3.17379037536948e-16,29.8106860099738
"LUM",-1.49118044892681,-0.778566712751122,-9.09206998429872,9.1831703336125e-18,4.10031766294516e-16,29.5513991294495
"TF",-1.2138304105779,-0.5265106459013,-9.07402391443993,1.04867913324489e-17,4.64987240678377e-16,29.4206143771428
"NEBL",1.1931980466354,-0.264712698508079,9.06153816718762,1.14945190904621e-17,5.06155202707592e-16,29.3302178963396
"GNPDA2",-0.755377721800183,-0.180156110212604,-9.01576241319366,1.60809349101142e-17,7.03265543843008e-16,28.9994426785563
"ACTG2",-1.79587682675631,-0.967658512124057,-8.97577093812477,2.15453427559703e-17,9.35830023788234e-16,28.7112921257533
"HELLS",1.21265545636134,0.14680731023246,8.9708914021973,2.23270721997238e-17,9.6323213510295e-16,28.6761866899532
"ANXA3",1.78013380069313,-0.647773866891594,8.96294384372018,2.36609220657736e-17,1.01392608986553e-15,28.6190333933467
"COL5A3",-1.20227438251099,-0.442262822089944,-8.94136170726264,2.76947594677044e-17,1.17887359467528e-15,28.463984954738
"ACO2",-0.82289159393611,-0.0423285727679302,-8.91871436002,3.26613147554424e-17,1.38106987695428e-15,28.301528586394
"IGFBP6",-1.24008825650862,-0.39930456522049,-8.91780800506067,3.28774661389272e-17,1.38106987695428e-15,28.2950322510899
"ABI3BP",-1.5372552869001,-1.17355591574507,-8.90347415967866,3.64905056968779e-17,1.52282273774226e-15,28.1923474359307
"THBS4",-1.92687565641823,-0.487541565144101,-8.90012253499273,3.73905354990556e-17,1.55025044910045e-15,28.1683516202873
"DCTN5",-0.444947967597732,0.00169923644680993,-8.87707043850498,4.42057107883522e-17,1.82099008634599e-15,28.0034609025031
"MPI",-0.846994090822754,-0.0311635784830038,-8.84461945561355,5.59312018934813e-17,2.28923541083255e-15,27.7717849809592
"DHCR7",1.65650264338041,-0.608942392434145,8.82749808172296,6.33101466469743e-17,2.57474704675752e-15,27.649761423237
"SRPX",-1.31764830883782,-0.821960422680095,-8.81640407947706,6.85982421822407e-17,2.7721504831241e-15,27.5707725982408
"PECAM1",0.787226280767789,-0.531288851940914,8.80564166263303,7.41457745302608e-17,2.97748912185984e-15,27.4942032483409
"SERPINA1",-1.18639938060653,-0.628663287495849,-8.7967282323592,7.90749489768613e-17,3.15558468260787e-15,27.4308322985656
"HPX",-1.10830787869678,-0.521052563573965,-8.78807778556008,8.4168689074019e-17,3.33799428408454e-15,27.3693690252227
"CMA1",-1.81565160573117,-0.998413881752984,-8.77560625376824,9.20894624130691e-17,3.62957541671263e-15,27.2808220589133
"SLC25A4",-1.16942189620565,-0.556322314410533,-8.75156061809591,1.09502572141836e-16,4.28941057132283e-15,27.110320093819
"CACNA2D1",-1.0957436719912,-0.529021659183486,-8.73374547213398,1.24471522450643e-16,4.84604067589851e-15,26.9841846988272
"KRT20",2.91553959452666,-3.686134952815,8.70883941084307,1.48850365582502e-16,5.76005808632895e-15,26.8081125995434
"NDUFA2",-0.872421239318794,0.00131296189923595,-8.65924004435974,2.12347607960839e-16,8.16770769174674e-15,26.4584099312014
"AHCYL2",-1.1795415176971,-0.400669567336213,-8.65153371741479,2.24374214345294e-16,8.57861891374073e-15,26.4041886173501
"NDUFS4",-0.90796934668689,-0.036989852805879,-8.64489527563265,2.35273351024415e-16,8.94178777554101e-15,26.3575052279631
"DTNA",-1.06330644336416,-0.783392971230174,-8.63574967337352,2.51152095534767e-16,9.48879366857686e-15,26.2932277230693
"NUP93",0.435531137868304,0.274208572950626,8.6115504605919,2.98469508511748e-16,1.1210163599103e-14,26.1233567262973
"EPM2A",-0.886801481162282,-0.67852275673304,-8.57528612541753,3.86365131566154e-16,1.44265576903502e-14,25.8693565906757
"PDLIM4",-1.27544071927124,0.0908199432436797,-8.57423002500754,3.89276464879301e-16,1.44507571410136e-14,25.8619697009195
"PLCD1",-0.878007048346019,-0.31226465190637,-8.57074680011334,3.99033406683465e-16,1.47273312235487e-14,25.8376103899078
"LAMA2",-1.06857429964251,-0.251592309678936,-8.56318273733062,4.2106275755706e-16,1.54510672816197e-14,25.7847340992717
"POTEJ",-1.70801123667965,-0.899968133103549,-8.50532492071277,6.34510479399915e-16,2.31505680626769e-14,25.3812645272804
"CD81",-0.975339754539462,-0.708337349929878,-8.46391901677148,8.50029148270394e-16,3.08377051801504e-14,25.0935953045923
"PRKAR1A",-0.716967964138386,-0.207016939340659,-8.41151749475201,1.2291455439905e-15,4.43395158100527e-14,24.7308272981859
"BYSL",0.731786576506616,0.107210187525917,8.40627024933908,1.27528701001696e-15,4.57455480840352e-14,24.6945814013943
"EHBP1L1",-0.549189915994807,-0.103303960107488,-8.38947009517729,1.43485594468749e-15,5.11818726638528e-14,24.5786309125104
"PYGM",-1.11898670340897,-1.05098198151279,-8.38018258660541,1.53138945930974e-15,5.4321787209404e-14,24.5145952602292
"GYG1",-0.630081418881108,-0.230874004563571,-8.35852945506321,1.78211737483697e-15,6.28664057366521e-14,24.3654794906193
"GNB4",-0.64528516556007,-0.280989087092099,-8.33203997112121,2.14461943662476e-15,7.5238434631039e-14,24.1833987172534
"FECH",-0.863609964568265,-0.120586175954105,-8.32439557148029,2.26217693278399e-15,7.89289601957693e-14,24.130923343017
"ITGB1",-0.79310159129202,-0.342258641930419,-8.30452811052907,2.59835468412122e-15,9.0165731837576e-14,23.9946890302553
"ACADS",-1.1963539088644,-0.365264876426423,-8.30025354064944,2.67690443974325e-15,9.23893775554629e-14,23.9654054077621
"BAG2",-1.18002528960273,-0.539520656458681,-8.28359794380968,3.00601502680486e-15,1.03190354549188e-13,23.8513976079341
"PRDX6",-0.686712074967091,-0.269279665248694,-8.26458890931482,3.43073541798638e-15,1.17140351036594e-13,23.7214637025829
"RNASE1",-1.68966401355784,-0.358673725949098,-8.26147945694148,3.50564575726722e-15,1.19061426383783e-13,23.7002280468104
"NDUFS7",-0.710501658565867,0.0642810276159854,-8.24106710946264,4.03918756127506e-15,1.36456151210271e-13,23.5609544822958
"UQCRFS1",-0.719432508677449,-0.0231933737210527,-8.2217913025395,4.61642677249004e-15,1.55136236538678e-13,23.4296435410565
"TJP2",0.844664174940054,-0.233298300063182,8.21895109314427,4.70810887080763e-15,1.57388875079093e-13,23.4103125379364
"NDUFA7",-0.786266327250104,-0.0572633199156629,-8.19999414419194,5.36787474873773e-15,1.78509793076512e-13,23.2814007583633
"HSPB8",-1.63897396667136,-1.10855871890112,-8.18071340008406,6.13261127886569e-15,2.02884575210142e-13,23.1504887668776
"LYAR",0.900942845124228,0.130928123715389,8.15179730801183,7.4857019923127e-15,2.46372202169673e-13,22.954537369338
"BAG3",-0.964594031732246,-0.291515301248301,-8.13631671359162,8.32736660969255e-15,2.72667875912241e-13,22.8498215200634
"STRN3",-0.567557156892298,0.0118537906478394,-8.092373527499,1.12605010316832e-14,3.66828056567844e-13,22.5532972305778
"PODXL",1.17006030958281,-1.06429934919311,8.08019233515146,1.22406556702768e-14,3.96733941394505e-13,22.4712894051893
"FER",-0.514112549119825,-0.235158582653309,-8.05410912796328,1.46319151735874e-14,4.71842315067454e-13,22.2959665799634
"SELENBP1",-1.71844040626342,-1.10095076626365,-8.04881428390295,1.51709626591258e-14,4.86766816977479e-13,22.2604227316727
"PIN1",-0.529499047503473,-0.167521622817646,-8.02791735231137,1.7496769332587e-14,5.58584360942841e-13,22.1202965038362
"STAB1",-0.773404082286143,-0.130766780210691,-8.02636380414878,1.76831201605108e-14,5.6172498619334e-13,22.1098888203325
"NDUFA6",-0.809071093191197,-0.00459914427176508,-8.01408619878831,1.92265061442289e-14,6.07728919459908e-13,22.0276851261429
"RPS27A",0.70314432509104,0.0774338986722882,8.00262823134435,2.07865924202665e-14,6.53804889671928e-13,21.9510456610651
"PGAM1",-0.887849688820065,-0.0512428845250475,-7.9974364761719,2.15340530182493e-14,6.73994747654518e-13,21.9163436354521
"NDUFS5",-0.750362148092117,0.0191190545137212,-7.99219950405463,2.23149208448843e-14,6.95028144363837e-13,21.8813547586776
"ANXA6",-0.742912591323992,-0.165377139661012,-7.98774266974945,2.30014542340042e-14,7.12933423709306e-13,21.8515902583583
"VWA1",-0.935486738152695,-0.271282960979588,-7.98618241229284,2.3246695685153e-14,7.17053874153148e-13,21.841172890009
"RAB23",-0.948099652261966,-0.357008896680915,-7.9610775489029,2.75671239244092e-14,8.4623118392958e-13,21.6737443396104
"HPGD",2.59650825546316,-3.346313851825,7.94794714164319,3.01335745032741e-14,9.20587910064138e-13,21.5863174951681
"NDUFS8",-0.625381410947073,0.02326809711983,-7.93998576251102,3.18031935717574e-14,9.66968528360337e-13,21.5333554623273
"SDHB",-0.665870887716406,0.121992593077668,-7.92949215386174,3.41441705697496e-14,1.03322525634053e-12,21.4636030985297
"CP",-1.15637453737821,-0.422870450821113,-7.91341469253211,3.80648841354657e-14,1.14643530757051e-12,21.3568556592371
"PPM1A",-0.628685708435022,-0.0832558716310847,-7.90851513673826,3.93458165931887e-14,1.17945088707751e-12,21.3243539897998
"MYO1B",0.7955631824316,-0.0667658484161185,7.90670566085058,3.98295717294091e-14,1.18837296959008e-12,21.3123541211847
"SF3B1",0.380000929671443,0.243832417163189,7.90137293569588,4.12896838239811e-14,1.22620758705172e-12,21.2770000511354
"SH3BGRL",-1.12631969292161,-0.542399097210645,-7.88483856235339,4.61612620222825e-14,1.36453545376053e-12,21.1674863151761
"ADAMTSL4",-0.893914860433676,-0.316101090909308,-7.85931413559696,5.4817478342144e-14,1.61294746181838e-12,20.9987351982301
"PGM1",-0.821589455209165,-0.189403936937497,-7.82887624385988,6.72545062281369e-14,1.96981661590208e-12,20.7979886866234
"MCMBP",0.632719527186388,-0.19824495523972,7.82319999905656,6.98645306152417e-14,2.03691793597406e-12,20.7606112968265
"LANCL1",-0.631559810151901,-0.352835038190914,-7.81442640397037,7.40967929151918e-14,2.14358995131724e-12,20.7028748239163
