"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EPS15L1",-0.163898355401326,0.102474368253591,-2.84134698028469,0.00477086346556218,0.0122929633686903,-3.27034667625799
"DPP4",-0.511949945147169,0.0192325749579348,-2.84034482208653,0.00478551490966951,0.0123257413062686,-3.27312016673561
"ZAP70",0.392560789756183,-0.409407224193438,2.83998621557845,0.00479076762705291,0.0123341243753554,-3.27411239024911
"COG3",-0.228766316346381,0.196550854627429,-2.83985894203008,0.00479263313629707,0.0123341243753554,-3.27446451303337
"PREX1",0.383208568331479,-0.273627972798666,2.83918138963126,0.00480257546545691,0.0123547318077931,-3.27633881802569
"GTF3C3",0.185336147350871,0.186064720375857,2.83849799123187,0.00481262256677142,0.0123755920615528,-3.2782288633526
"ASNS",0.575891484633542,-0.0321967566517561,2.83663512877059,0.00484010686153477,0.0124412569689611,-3.28337870112872
"RNASEH2A",0.229100666526598,0.142919523277355,2.83541525657426,0.0048581818230099,0.0124826925311542,-3.28674926359745
"TACO1",-0.30601181986138,0.152924910455182,-2.83507431219623,0.00486324458510407,0.0124906744472605,-3.28769106158437
"EMC1",0.194056299475931,0.0688023666852626,2.83354242513669,0.00488605115226699,0.0125439115704951,-3.29192129515762
"PDE12",0.163996655129805,0.0222323023969661,2.83341841532204,0.00488790164250459,0.0125439115704951,-3.29226364711884
"VPS26B",-0.179909167383781,0.0771175782613143,-2.83169061836399,0.00491375038311379,0.0126051812760874,-3.29703206473972
"TMEM109",0.320767917172893,-0.251974734140592,2.83147556635717,0.00491697634978764,0.0126083911620057,-3.29762537683201
"MED19",0.199617404437735,0.12252839748949,2.83099871440717,0.0049241364080954,0.0126216824430707,-3.29894082191727
"TSC1",-0.184274809579051,-0.0490567594520365,-2.82903883092857,0.00495366416570589,0.0126922735545875,-3.30434514574775
"PYURF",-0.369033242327815,-0.13890829090135,-2.8283907505288,0.00496346352916376,0.0127112543981843,-3.30613142498353
"CWC15",0.204249485574255,0.276878281041726,2.82828568814325,0.00496505379312006,0.0127112543981843,-3.30642096770057
"PLAA",0.208099755646891,0.0121942089076653,2.82710515475062,0.00498295464005003,0.0127519700908695,-3.30967370981741
"DNAJB2",-0.250211121371656,-0.106460014026393,-2.82559430610384,0.00500594969573917,0.0128056846183071,-3.31383468752224
"CUX1",0.218825335249015,0.067359555033786,2.82413990639318,0.00502817660935843,0.0128573919306182,-3.31783819941259
"TRAPPC3",-0.18176713084992,0.0332611720057777,-2.82230624402856,0.00505632734494177,0.0129200212425279,-3.32288290527306
"LTN1",-0.181827890067479,-0.0276999328043731,-2.82228097854122,0.00505671622319141,0.0129200212425279,-3.32295239296968
"HNRNPUL1",0.214821402917394,0.250760989923573,2.82177031348566,0.00506458203997127,0.0129349425300866,-3.32435674856307
"AHSA1",0.220860026552103,0.179796678402524,2.82151586103044,0.00506850553857146,0.012934961864999,-3.32505641573478
"GOLGA1",-0.301789733905819,0.123518473858444,-2.82150706079453,0.00506864128210299,0.012934961864999,-3.32508061264227
"FAM168A",-0.251193095420692,0.220393821490307,-2.82111174947836,0.00507474236031078,0.0129453575591627,-3.32616747653726
"CD47",0.384112932921606,-0.248601617121594,2.82031557125675,0.00508705050477832,0.0129715724732466,-3.3283560383859
"ALDH3B1",0.315110525750203,-0.453868111331696,2.82011535406964,0.00509014993095634,0.0129742943349925,-3.32890630959958
"SNX33",-0.229155756913465,-0.0184164663184069,-2.81919653945342,0.00510439547708658,0.013005413057142,-3.3314310761541
"SHROOM3",-0.274755294462265,-0.225396482654368,-2.81824194203166,0.0051192341416933,0.0130380175487482,-3.33405333823709
"EFR3A",-0.216260303636876,-0.0684261554254919,-2.81765657908455,0.00512835263018491,0.0130560333108974,-3.33566090125735
"CORO7-PAM16",0.167889244213143,0.218351041881685,2.81575638063441,0.00515805468182798,0.0131264165577806,-3.34087716068604
"ME2",-0.284102399270557,-0.0451883858409676,-2.81440527044548,0.00517926882220873,0.0131751519640648,-3.34458407087339
"TRIT1",0.28488003349477,0.0639914393394586,2.81422689470467,0.00518207545741824,0.0131770417346139,-3.34507333642117
"HSD17B8",-0.34592083781158,-0.0673043131891374,-2.81385533320769,0.00518792618792042,0.0131866674800445,-3.34609239490601
"LPCAT4",-0.285755471874694,-0.130602353708831,-2.81297921757323,0.00520174553913875,0.0132165321398332,-3.34849475480747
"PPCS",-0.241238283815035,0.151151919690047,-2.81212532980296,0.00521524642268262,0.0132455642039891,-3.3508354785288
"PLXNB2",-0.153692793331455,-0.0198917291541133,-2.80770576628921,0.00528563409904819,0.0134189955158738,-3.36293980147263
"TMF1",-0.213660071310307,0.155355399183244,-2.80689069316589,0.00529870902215924,0.0134468430470933,-3.36517014586838
"BORCS5",-0.183557941512461,-0.00824726377023349,-2.80564901932466,0.00531868363233628,0.0134889732246899,-3.3685666426396
"PEAK1",-0.207072526120546,-0.35289371041837,-2.80559615512134,0.0053195355645684,0.0134889732246899,-3.36871121652906
"PYCR1",0.505973228370327,0.332944058550714,2.80545837497106,0.0053217565402484,0.0134892479196054,-3.36908800773753
"PON3",-0.591519293225732,-0.465433259373135,-2.80531831101235,0.00532401519251978,0.0134896178588249,-3.36947102645939
"ZNF330",-0.211331350689983,0.172219250703402,-2.803743473673,0.00534947073320623,0.0135487388462998,-3.37377631979432
"RIOK3",-0.232478069613898,0.091672593535644,-2.80325396939047,0.00535740550297368,0.0135630797962212,-3.37511405800732
"HLA-DMA",0.457585747776719,-0.357925194019546,2.80313217566793,0.00535938141360471,0.0135630797962212,-3.37544686649915
"FHOD1",0.239745092275566,-0.302000528039149,2.80095075690992,0.00539488361866785,0.0136450723185831,-3.38140538649668
"LARP4",0.276285580972452,0.216194894492859,2.80087903823526,0.00539605444078657,0.0136450723185831,-3.38160121013016
"SRFBP1",0.260232183211278,0.322131345714851,2.80073525925489,0.00539840235638553,0.013645605322851,-3.38199377580135
"RALBP1",-0.204429207913863,-0.0910525004528891,-2.79828599377082,0.0054385415372054,0.0137395511121101,-3.38867815457181
"MPP5",0.240302135267824,-0.283054546614675,2.79819649572913,0.00544001336604774,0.0137395511121101,-3.38892230130289
"SEMA4B",-0.36035958433937,0.0931579290228023,-2.79807425535366,0.00544202423845364,0.0137395511121101,-3.38925575565379
"ZNF830",0.232446640925212,0.0796388309973619,2.79670191148541,0.00546464580640681,0.013791210859252,-3.39299836110728
"CD44",0.280313868750929,-0.288531271076083,2.79557341710384,0.00548331163515784,0.0138328505691359,-3.39607463743952
"AK3",-0.301346923361685,-0.0354136342067113,-2.79486241295054,0.00549510164480009,0.0138571184842214,-3.39801222719763
"ARID3A",0.517698182617429,0.0350721775559476,2.79330176248263,0.00552106128888571,0.0139170850096862,-3.40226357866885
"UFC1",-0.249694712961338,0.189816477583701,-2.79239965621623,0.00553611745771483,0.0139495303739184,-3.40471996397478
"RAC1",-0.197628601507952,-0.0430832492801618,-2.79218909551721,0.00553963707283667,0.0139528925877957,-3.40529320015066
"TIMP1",0.486154623663323,0.199293127603014,2.79153463424604,0.00555058963660558,0.0139749664155073,-3.40707466011076
"PYCR2",0.414796134725596,0.291619660090665,2.79092960816607,0.00556073234840928,0.01399498464509,-3.40872120194299
"DDAH2",-0.298672179325783,-0.288560568633919,-2.79075857756798,0.00556360256503817,0.0139966912441957,-3.40918658964331
"BCAT1",0.497023832040365,-0.16684802906512,2.78945228081784,0.00558556902861248,0.0140464191601775,-3.41274022845402
"IFT27",-0.283910499484753,0.0739392404397699,-2.78781800191617,0.0056131614645137,0.0141102503743779,-3.41718387252647
"OSBPL7",-0.254406007861444,-0.0731275322927408,-2.78758962832294,0.00561702704407428,0.0141144107345196,-3.41780462806754
"PYGO2",0.198924304067767,0.103123376392533,2.78633628691533,0.00563828478925134,0.0141622534930644,-3.4212105445768
"KLC4",-0.312715801344962,-0.19918669957689,-2.78539394599076,0.00565431568417973,0.0141969349758111,-3.42377036463133
"SYTL2",-0.452879188949896,-0.131241696189051,-2.78418461684164,0.0056749490328997,0.0142431405562361,-3.42705423408673
"EPN1",-0.192151882380126,0.0197058101561042,-2.78390629764982,0.00567970730995183,0.0142494817972662,-3.42780980258196
"CDC42BPA",-0.355911200054254,-0.116847754738846,-2.78359014326683,0.00568511682066438,0.0142574512568508,-3.42866799694374
"VPS11",-0.153904162718773,0.0690325586129047,-2.78231661724228,0.0057069545980886,0.0143065980010977,-3.43212401462685
"PSME2",0.33765229728383,0.0511030354275638,2.78010053891873,0.00574513603642311,0.0143966615355422,-3.43813427629432
"TST",-0.407054138018752,-0.252079390684995,-2.77975098780659,0.00575117963506653,0.0144061522047469,-3.43908188228738
"SLC12A7",0.324332554654141,-0.124585456719088,2.7793740618654,0.00575770298620938,0.0144168366929203,-3.44010357193052
"NENF",-0.36643714471712,0.24709593043392,-2.77843022082755,0.00577406719190416,0.0144521438731118,-3.44266135292997
"IRAK1",0.194887986300696,0.0675029107137792,2.77663470170137,0.00580531403866225,0.014524659144537,-3.44752486766938
"MBOAT2",0.569052063387109,-0.531377458380492,2.77587558116986,0.00581857077107432,0.0145521247055658,-3.44958019178125
"GNPTG",-0.221886057494174,0.1326177275751,-2.77522153196405,0.00583001459366275,0.0145750364841569,-3.4513506044679
"BTBD2",-0.222124948031313,0.0641475687815508,-2.77437828150111,0.00584479892747968,0.0146062783373612,-3.45363256893353
"TMX1",0.315602885549403,-0.0107226365023922,2.77317066685419,0.00586603062378004,0.0146536015386681,-3.4568994059808
"CDC42EP2",-0.249030089469014,-0.383291478175734,-2.77292589508445,0.00587034258534138,0.0146586380161927,-3.45756139670703
"GLRX5",-0.276857573824072,0.117246947734047,-2.77258866024446,0.00587628810081114,0.0146677480546048,-3.45847336453269
"GCC2",-0.209802384774652,0.175218102368629,-2.77166180880368,0.00589265676652745,0.0147028579344579,-3.46097925867498
"GPX3",-0.400553583593813,-0.28062577772985,-2.77106952827771,0.00590313834830163,0.0147232571694945,-3.4625801669897
"IGFBP2",-0.703474940655632,-0.918485834713784,-2.76995734497753,0.00592286626362759,0.0147666931250536,-3.46558546742128
"OXR1",-0.282005022738897,-0.0788995711501167,-2.76886115160832,0.00594236893604623,0.014809533823831,-3.46854643368405
"CD2",0.477703688863289,-0.513561384282185,2.76840932267786,0.00595042445169473,0.0148238236925754,-3.46976655904551
"DDX23",0.159862005536031,0.318340652406647,2.76807292334365,0.00595642842772383,0.0148329935690393,-3.4706748532317
"METAP1",-0.198029323222961,0.183104390493502,-2.76783324337672,0.0059607095241453,0.0148360630500512,-3.47132193625754
"ATRX",0.21521228703308,0.262593939406996,2.76774378104526,0.00596230818894775,0.0148360630500512,-3.47156345110567
"ESPN",-0.549163832473133,-0.158003571602896,-2.76662804376847,0.00598227870598015,0.0148799569683223,-3.47457489865125
"SZRD1",-0.241605442754246,-0.0498240932734966,-2.76596941283682,0.00599409590259402,0.0149035445241678,-3.47635204237382
"UBAC2",0.316950712621979,0.0455855006094876,2.76559721146761,0.00600078330201285,0.0149143641040685,-3.47735615203753
"CYGB",-0.326672341885325,-0.163999990130919,-2.76423076379383,0.00602539241949621,0.0149697006219779,-3.48104139273537
"DBN1",-0.299930799715279,0.0683512050249763,-2.76159862751076,0.00607305359817966,0.0150822431833439,-3.48813523168701
"TRIM38",-0.248244515089786,0.0295204584925777,-2.76037331992574,0.00609535689678,0.0151317471951556,-3.49143534261859
"RHBDF2",0.299470134737448,-0.0193722110136154,2.75971110323728,0.00610744152514072,0.015155854698027,-3.49321830336206
"COPS8",-0.147912955747313,-0.00456364625706132,-2.75872471302193,0.00612548210978782,0.0151947176654993,-3.49587331578861
"MED22",0.183142821715679,0.172888791802624,2.75797939165255,0.00613914562734072,0.0152226970215808,-3.49787885534184
"PRIM1",0.330758241876037,0.0630445058707301,2.7570395631951,0.00615641422516781,0.0152595903834225,-3.50040704448148
"SIPA1L1",-0.274553278022696,-0.0306379358577719,-2.7553819213022,0.00618697920066646,0.0153293993776699,-3.50486418499417
"MAN1B1",0.241545951424017,0.0641392322052486,2.75429196964896,0.00620715136061535,0.0153734140564503,-3.50779350007904
"PHYKPL",-0.258629484559674,-0.0737758124269309,-2.75398333408951,0.00621287419607794,0.0153816214586885,-3.50862277690225
"TMEM245",0.392627960532186,-0.633072834592442,2.75312118607324,0.00622888575815352,0.0154152851030272,-3.51093882320685
"GPD1L",-0.422753976936481,-0.442323915731547,-2.75049063381013,0.00627797051646635,0.0155307407003633,-3.51800117281051
"PPIL4",0.198338712831196,0.183347885657182,2.74936144164202,0.00629914774912275,0.015577094646843,-3.52103078256138
"RPS19",0.182190250009259,0.271044747981479,2.74837342611248,0.00631773026926612,0.0156169987492312,-3.52368064234654
"ETV6",0.280463756032758,0.0522109395292812,2.74818011636999,0.00632137181600304,0.0156199531908589,-3.52419899308891
"WDR89",-0.430945795905227,-0.0931950937370051,-2.74779048912019,0.0063287173371608,0.0156320542351148,-3.52524365391693
"CAPNS1",-0.207324705664756,-0.0924823137158012,-2.7462287751957,0.00635823736069026,0.0156985162626718,-3.52942947017557
"GBF1",-0.160990258039549,0.118030777543478,-2.74610712016831,0.0063605421411953,0.0156985162626718,-3.52975544316451
"CTSA",-0.279970947272441,0.112161106873892,-2.74499681140949,0.00638161210483437,0.0157394659391063,-3.53272986291879
"WFS1",0.340134286541847,-0.509055379762869,2.74497304543959,0.0063820637926932,0.0157394659391063,-3.53279351730663
"ZBTB20",-0.260044431609835,-0.125402319459496,-2.74459368463336,0.00638927770721229,0.0157511730349616,-3.53380951985834
"UBA5",-0.19457091129835,0.0682371235551299,-2.74433648005748,0.00639417289407945,0.0157571570546883,-3.53449828779239
"LRRC15",0.602631254855862,0.0939466677913125,2.74404651877212,0.00639969558041818,0.0157646822071644,-3.53527470095149
"COX17",-0.430094286829607,0.0403887950968001,-2.74307460787248,0.00641823833549321,0.0158042621566233,-3.53787656096334
"ING1",0.25450720342089,0.0271798751278196,2.74274471767814,0.00642454322720519,0.0158136887069025,-3.53875949536822
"ARPC1B",0.207399694926031,0.315903449658547,2.7356515901316,0.00656146891328165,0.0161445005823905,-3.55771934892954
"CMTM4",0.385407651596319,-0.496157776156127,2.73437517507656,0.00658638687879944,0.0161995686522089,-3.56112621216653
"ESAM",0.265403689739556,-0.599449971125491,2.73118894115447,0.00664896144930805,0.0163437648658069,-3.56962391848327
"ACTN4",0.238556831518145,-0.0246320847647398,2.7311295304644,0.00665013330013568,0.0163437648658069,-3.56978227725477
"FBXO7",0.249080990744485,-0.460784569617095,2.73056785874166,0.00666122125933083,0.0163647163296758,-3.57127924654834
"RAB6A",0.240238017125764,0.0733738151940002,2.73010133642609,0.00667044356461627,0.0163810700615673,-3.57252239962986
"PPA1",0.369208103515197,0.206501248622272,2.72888478993153,0.00669454675935115,0.0164339411989454,-3.57576320500087
"RPP38",0.187920328114165,0.147459863785307,2.72761215173497,0.00671984543392285,0.0164897052634886,-3.57915195773803
"RPS12",0.175241815862208,0.393908244244262,2.72429620013868,0.00678616896358223,0.0166423797470663,-3.58797450274699
"TMA7",0.545723090356691,-0.0612024763351416,2.72424110385879,0.00678727593756629,0.0166423797470663,-3.58812100733142
"KIAA1217",0.274336463109358,0.138288360676418,2.72323853745944,0.00680744762084699,0.0166794046623675,-3.59078640177569
"FKBP1A",-0.264772714839103,-0.207027281305088,-2.72323095434823,0.00680760039939386,0.0166794046623675,-3.59080655844527
"SNRPD1",0.239695485973646,0.103557234147945,2.72240494805787,0.00682426066548824,0.0167085647740696,-3.59300184471524
"PPP1R7",-0.187217876470504,0.015426544945098,-2.72238142680935,0.00682473561954167,0.0167085647740696,-3.59306434808121
"RPS6KA5",-0.33122582131762,-0.270897541177464,-2.7221289425703,0.00682983580037808,0.0167146422328149,-3.5937352457181
"S100A16",-0.464234243595304,-0.159514233436884,-2.72150998738054,0.00684235325079439,0.0167388603472499,-3.59537967325389
"GNB1L",0.23187999822439,-0.0731379906992329,2.72007245382155,0.00687150516442475,0.0168037382132716,-3.5991975037812
"TBC1D2",0.276561740789054,0.0192026165704161,2.71956591125305,0.00688180407942173,0.0168196461036291,-3.60054233023036
"RAB2A",0.24420938369263,0.11028434198334,2.71949343348855,0.00688327882048282,0.0168196461036291,-3.60073473280731
"COG1",-0.199159394730877,0.157270027939396,-2.7184746528266,0.00690403865922729,0.0168639199843788,-3.60343871279925
"PTPMT1",0.319953970036768,0.120086750214111,2.71780575152623,0.00691769966645583,0.0168908269102564,-3.60521353943132
"EPSTI1",0.382698516434053,0.0608782824082788,2.71663667972926,0.00694163426491686,0.016942788525036,-3.60831448875105
"GPS1",-0.127390397974543,0.00762459053095311,-2.71378603124418,0.00700030960089374,0.0170794714565176,-3.61587045282332
"ZNF706",0.313711712316006,-0.0691782114718961,2.71288096728347,0.00701903203490877,0.0171186094510667,-3.61826784001879
"CAPN9",-0.616390899871262,-0.77832347207854,-2.71021932473057,0.00707435363907129,0.0172469446298092,-3.62531372562072
"KRT18",0.505856218708922,0.0907190105272998,2.7080350496285,0.00712004673946911,0.0173517169585917,-3.63109098540852
"ZGPAT",0.248282790299452,0.163430718843724,2.70562760017413,0.00717071664483505,0.0174685332992262,-3.6374533651392
"RPL10",0.161545613896228,0.245380472574671,2.70540832961793,0.00717534777831055,0.0174731485753291,-3.6380325819138
"HEPH",-0.337566420113199,-0.0380658968482122,-2.70438556767927,0.00719698480706201,0.0175136077493981,-3.64073367784422
"KAT5",0.236039640465966,0.0285511599473317,2.70421997603713,0.00720049350715672,0.0175136077493981,-3.64117091051101
"TBCA",-0.323454870988858,0.106469151375658,-2.704152937915,0.00720191440785623,0.0175136077493981,-3.64134791250602
"BLNK",-0.276944366922654,0.155045948721729,-2.70410483822738,0.00720293405636953,0.0175136077493981,-3.64147490841557
"MTPAP",0.308179416994678,-0.0351906368170009,2.7036506423963,0.00721256881473917,0.0175303585390596,-3.64267399912037
"EBAG9",0.304832526261774,-0.0846042872736051,2.70214670435377,0.00724455451793479,0.0176014005315881,-3.64664306570153
"PRKD2",-0.200486725130519,-0.074670496229849,-2.70174166538629,0.00725319070192825,0.0176156799664556,-3.64771164932478
"SERINC1",0.35267544796158,-0.342749853189709,2.70082693022469,0.00727272871286599,0.017656415525342,-3.65012436198299
"DYNLL1",-0.170933288970337,0.0235962257108924,-2.69925044201212,0.00730651260255315,0.0177275613124471,-3.65428068539562
"PSMG3",0.246477234061238,0.115647867529732,2.69920042612784,0.00730758674618024,0.0177275613124471,-3.65441251149339
"PIK3R1",-0.183242272712742,-0.0427559365226047,-2.6980052135201,0.00733329756723984,0.0177831769718292,-3.65756201981811
"MSN",-0.227920479360278,-0.184925634118517,-2.6935705952641,0.0074294068110192,0.018009401096567,-3.66923603304941
"TIMM13",0.330588507644863,0.332357570349323,2.69276624384573,0.00744696021009723,0.0180451009265544,-3.67135149780379
"TLR2",0.340633910760351,-0.0641041949330282,2.69178871493602,0.00746834316271444,0.018090049732144,-3.67392160993318
"PLGRKT",0.437962655212663,-0.184156781915688,2.6905685585538,0.00749511107128072,0.0181480031058504,-3.67712838354836
"SEL1L",0.249483987546523,0.0660799005480812,2.68964101579575,0.00751551738146679,0.0181905149661355,-3.6795651891014
"ERLIN1",0.279687403591915,-0.0433051507120251,2.68922285587132,0.00752473342201394,0.0182059200074115,-3.68066350021642
"YBX1",0.249510782464562,0.239024114083358,2.6874457080121,0.00756401455816452,0.0182940276340456,-3.68532941567102
"CCNT2",-0.21721130206871,-0.324120461621802,-2.685142410767,0.00761520018139914,0.018410849359422,-3.6913723479609
"RPL8",0.258058142524932,0.0439239242173512,2.68414199913712,0.00763752908531551,0.0184578437584177,-3.69399548384874
"NFS1",-0.254419020702798,0.153465632134836,-2.68219528270422,0.00768114829054716,0.0185562360329715,-3.69909720268097
"SCAF1",0.20402299773148,0.0908917005368348,2.6811750557202,0.00770409751849606,0.0186046379181533,-3.70176947509298
"RRAGA",-0.249159255745499,-0.049265307377893,-2.68070979286216,0.00771458373075738,0.0186180336134409,-3.702987811287
"CTSD",0.358189080350304,-0.201409668880086,2.68067021142891,0.00771547641991613,0.0186180336134409,-3.70309144979041
"ARMCX2",-0.369014818747795,-0.294672187396233,-2.6789901439407,0.00775345321613573,0.0187026062655937,-3.70748912320196
"SNCA",-0.448730843895053,-1.32881867450681,-2.67811612811962,0.0077732762180906,0.0187433416361437,-3.70977586625898
"ABCD3",0.442045132921304,-0.368792376000526,2.67762909069198,0.00778434218835052,0.0187629387967603,-3.71104982324835
"CRISPLD2",-0.382453997600121,0.00224203427216538,-2.67745690298676,0.00778825785391663,0.0187652929800972,-3.71150016621753
"BORCS6",-0.156730198023446,-0.0867482819066121,-2.67334838931378,0.00788221558909884,0.0189845139707266,-3.72223742629881
"TUBGCP2",0.141567062434407,-0.0308226690503804,2.67036849646424,0.00795099968882368,0.0191360778775459,-3.73001525102921
"GDF15",0.491473799671869,-0.138445934989084,2.67036253817178,0.00795113776180569,0.0191360778775459,-3.73003079446016
"DPCD",0.265012311064084,-0.109263883089931,2.66984151689274,0.0079632198609902,0.0191579347446957,-3.73138985716717
"VMP1",0.358615133673471,-0.229095359063473,2.6688269884989,0.0079867934266451,0.0192074109337586,-3.73403548431021
"RSRC2",0.179619906017994,0.226942006662064,2.6672008329625,0.00802470971986115,0.0192807748462921,-3.7382740678178
"BRD9",0.169630115610558,0.0717893881084558,2.66713404233699,0.00802627050071628,0.0192807748462921,-3.73844810506145
"SHROOM2",0.350868324724819,-0.172772236118682,2.66713027344649,0.00802635858127556,0.0192807748462921,-3.73845792558641
"SLC39A10",0.367614498475709,-0.845696360258249,2.66347794494337,0.00811212480443438,0.0194735329781936,-3.74796848000028
"UBA6",0.190127829841162,0.133390128038666,2.66345351329162,0.00811270128770479,0.0194735329781936,-3.74803205726388
"SLC30A6",0.245497790348818,-0.0589380541144616,2.66241578681559,0.00813722126540526,0.0195250498983888,-3.75073196515592
"EOGT",0.236854235077688,-0.132881434027208,2.66101551869088,0.00817041319692075,0.0195973284231176,-3.75437351942472
"SLC12A2",0.556269268238074,0.0752747792749388,2.66001061024613,0.00819430850018764,0.0196472624009381,-3.75698576549022
"SMARCE1",0.174539216391452,0.220727235556511,2.65976286525197,0.00820020917156415,0.0196540298650289,-3.75762963006117
"TATDN3",-0.202672878608339,-0.0376867040539351,-2.65848115139987,0.00823079746039679,0.0197199406321326,-3.76095975932754
"PSMB10",0.338220527106576,0.086176923862464,2.65818926767472,0.00823777763036274,0.019729261128982,-3.76171791218748
"MRPS26",0.250024820260023,0.17733426037752,2.65753278702576,0.00825349629516441,0.0197594952548274,-3.76342279529489
"KLHL42",-0.326400909335264,-0.147026052415381,-2.6571005440062,0.00826386056481738,0.0197768926935379,-3.76454511205006
"NOL8",0.225748274856959,0.0794183310765257,2.65696317332636,0.00826715687078419,0.0197773685350157,-3.76490175768361
"UXS1",0.297323159361818,0.0513160256925974,2.65651274892245,0.00827797341276819,0.01979582780544,-3.76607103830682
"SPP2",-0.393414089600914,-0.359966556226109,-2.65486405852889,0.00831767381921568,0.0198819262084095,-3.77034934136293
"SRSF2",0.169582593778248,0.256006973846885,2.6547591964859,0.00832020467171029,0.0198819262084095,-3.77062136920791
"RBM42",0.190554173641592,0.0247479336068098,2.65185235055508,0.00839063765645549,0.0200427315512414,-3.77815806478231
"KRIT1",-0.151581554274328,-0.0331338319618608,-2.65094514195824,0.00841272878505528,0.0200879855245243,-3.78050860091206
"ASAH1",0.387953690376972,-0.356754762669577,2.65006878325251,0.00843411830495806,0.0201315309821149,-3.78277847459614
"FKBP2",-0.273373324568432,-0.0761315905686576,-2.64933868775596,0.00845197523316148,0.0201666150462392,-3.78466895997265
"DDX46",0.231342843119177,0.28610776625014,2.64670280673224,0.00851672752947388,0.0203135245706727,-3.79149006972622
"DNAJC10",0.276457077610683,0.225284317336476,2.64443156656566,0.00857287917009639,0.0204398183349759,-3.797362346074
"RPL7A",0.239569959854199,0.241436727998434,2.64419938489974,0.0085786380640348,0.020445914161576,-3.79796237802297
"DDX56",0.22417223545186,0.198433163725038,2.64403416464959,0.00858273820289163,0.0204480535169638,-3.79838932943076
"IFRD1",-0.553699538655054,-0.284029737802504,-2.64369023408384,0.0085912788978611,0.0204607667895722,-3.79927801038337
"R3HCC1",-0.200702958477907,0.0388926883122161,-2.64226929474914,0.00862664549497934,0.020537334632902,-3.80294839590852
"LIG3",0.275530318288238,0.138110015211225,2.64037339445083,0.00867403723984884,0.0206424628313212,-3.80784269342914
"NSMCE2",0.21655882451887,0.013933329851764,2.63945453670699,0.00869708987894812,0.0206896121002547,-3.81021352819689
"EZH2",0.382404446140385,0.0574141125975097,2.63884850722502,0.00871232425429113,0.0207181342136495,-3.81177677126606
"DENR",-0.193463186467902,0.300287294347126,-2.63860650443933,0.00871841441297157,0.020724897999562,-3.81240091732904
"CEACAM1",-0.336468949821281,-0.177363116121128,-2.63756926716001,0.00874456048422344,0.0207793147345615,-3.81507542016973
"AP5B1",-0.18835132731526,-0.200063406167768,-2.63740589135517,0.00874868517620444,0.0207813820126731,-3.81549659066725
"PRKAA1",-0.198713437169557,-0.0160264808861477,-2.63707892340664,0.00875694526736995,0.0207932672116613,-3.81633941425722
"CHD1L",0.297099973881173,-0.0468280584097282,2.63545992531957,0.00879794875654613,0.0208828634983446,-3.82051122123959
"SYK",0.244037146591771,0.0940545564344224,2.63317636738525,0.00885607613115203,0.0210130234475681,-3.82639127942389
"GLB1",-0.260038297934841,0.226363823204582,-2.63284097593781,0.00886464239731898,0.0210255355523335,-3.82725448562769
"UROS",-0.207296044889807,-0.133596311828888,-2.63193310402929,0.00888786776008767,0.0210727945221536,-3.82959057165118
"CDC42",-0.264009407454123,-0.0136060658619222,-2.6309414844343,0.00891329794861704,0.0211252440244691,-3.83214126995975
"RPL35",0.345176043956601,0.182611958366536,2.62982247453512,0.00894207346257991,0.0211855803556856,-3.83501854178349
"PPP6R2",-0.173288555255146,-0.119694974148632,-2.62826546087109,0.00898225097540317,0.0212728755482008,-3.83902008498438
"GLIPR1",0.435888026055693,-0.254399315383987,2.62809183037462,0.00898674139520901,0.0212756187647051,-3.83946617654325
"CD163",-0.364700565127972,-0.156411572997298,-2.6266251971784,0.00902475177949587,0.021357687217228,-3.84323312375366
"DCTN4",-0.228769689595261,-0.0589339156326804,-2.62259947956559,0.00912982758282571,0.0215983509137985,-3.85356254033904
"DIDO1",0.189717606332928,0.25663710632228,2.62243758955953,0.00913407594863202,0.0216003981229687,-3.8539776091756
"ZMYND11",-0.221133944734996,-0.0687313495345521,-2.62205188909268,0.00914420475895225,0.0216163448300297,-3.85496640532218
"SPC24",0.323735711633592,0.0229863673323904,2.62083804126123,0.00917614715452077,0.021683826640124,-3.85807736074881
"UBAP2",0.258478181369148,0.0807008134115325,2.61945769000669,0.00921259262805628,0.0217618956456305,-3.86161336679692
"CPT2",-0.31040389664172,0.0165237682008914,-2.61848068471599,0.00923846691919944,0.0218094624210635,-3.86411505320766
"TUBAL3",-0.360069333962393,0.0446828675958205,-2.6184394333501,0.00923956082207937,0.0218094624210635,-3.86422066035177
"IRF3",0.203340866793793,0.0505219410595692,2.61818139364602,0.0092464061489853,0.0218175547898267,-3.86488122859709
"INF2",0.281453629324783,-0.234553652189651,2.61730697702069,0.00926963666061706,0.0218642889095087,-3.86711922542084
"GALNT2",0.27146379349331,0.227613265148632,2.61713947110619,0.00927409273453191,0.0218667216063465,-3.86754786107449
"LEMD3",0.222961704079756,-0.0042660975842413,2.61666066442755,0.00928684077373418,0.0218886963234746,-3.86877294799993
"CD99",-0.335481325310454,-0.312998218471852,-2.61576993684249,0.00931059784058164,0.0219365930672006,-3.8710514141547
"APOL2",0.372115761061337,0.0753905477507655,2.61411841084141,0.00935479073732228,0.022032585340392,-3.87527402082126
